datasetId,datasetName,datasetDescription,ticker,assetName,weight,value,sector,country,dependencyWeight,dependencyType,dependencyReason
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,BYND,Beyond Meat Inc.,4,10000,consumer staples,United States,0.75,direct,Headquarters and manufacturing
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,BYND,Beyond Meat Inc.,4,10000,consumer staples,China,0.5,indirect,JV production and market expansion
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,BYND,Beyond Meat Inc.,4,10000,consumer staples,Netherlands,0.3,indirect,EU manufacturing facility
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,LCID,Lucid Group Inc.,4,10000,consumer discretionary,United States,0.7,direct,Headquarters and Arizona factory
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,LCID,Lucid Group Inc.,4,10000,consumer discretionary,Saudi Arabia,0.8,indirect,PIF majority ownership and planned Jeddah factory
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,LCID,Lucid Group Inc.,4,10000,consumer discretionary,China,0.3,indirect,Battery and component supply chain
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,RIVN,Rivian Automotive Inc.,4,10000,consumer discretionary,United States,0.8,direct,Normal IL factory and headquarters
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,RIVN,Rivian Automotive Inc.,4,10000,consumer discretionary,Germany,0.4,indirect,Volkswagen Group joint venture and R&D
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,RIVN,Rivian Automotive Inc.,4,10000,consumer discretionary,China,0.5,indirect,Battery cell supply chain
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,PLUG,Plug Power Inc.,4,10000,industrials,United States,0.75,direct,Headquarters and electrolyzer manufacturing
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,PLUG,Plug Power Inc.,4,10000,industrials,South Korea,0.4,indirect,SK Group strategic investment and H2 JV
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,PLUG,Plug Power Inc.,4,10000,industrials,Germany,0.35,indirect,European hydrogen infrastructure projects
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,NKLA,Nikola Corporation,4,10000,industrials,United States,0.8,direct,Headquarters and Coolidge AZ factory
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,NKLA,Nikola Corporation,4,10000,industrials,Germany,0.4,indirect,IVECO truck manufacturing partnership
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,NKLA,Nikola Corporation,4,10000,industrials,Canada,0.2,indirect,Hydrogen fueling station rollout
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,FCEL,FuelCell Energy Inc.,4,10000,industrials,United States,0.75,direct,Headquarters and Danbury CT operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,FCEL,FuelCell Energy Inc.,4,10000,industrials,South Korea,0.45,indirect,POSCO Energy license and manufacturing
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,FCEL,FuelCell Energy Inc.,4,10000,industrials,Canada,0.25,indirect,Natural gas feedstock supply
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,UPST,Upstart Holdings Inc.,4,10000,financials,United States,0.85,direct,Headquarters and lending platform
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,UPST,Upstart Holdings Inc.,4,10000,financials,India,0.3,indirect,AI and engineering operations center
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,CVNA,Carvana Co.,4,10000,consumer discretionary,United States,0.9,direct,Headquarters vending machine network and logistics
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,CVNA,Carvana Co.,4,10000,consumer discretionary,India,0.2,indirect,Technology and data operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,HOOD,Robinhood Markets Inc.,4,10000,financials,United States,0.85,direct,Headquarters and US brokerage operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,HOOD,Robinhood Markets Inc.,4,10000,financials,United Kingdom,0.3,indirect,FCA-regulated European expansion
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,HOOD,Robinhood Markets Inc.,4,10000,financials,India,0.25,indirect,Engineering and support operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,COIN,Coinbase Global Inc.,4,10000,financials,United States,0.8,direct,Headquarters and US exchange operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,COIN,Coinbase Global Inc.,4,10000,financials,United Kingdom,0.35,indirect,FCA-regulated subsidiary
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,COIN,Coinbase Global Inc.,4,10000,financials,Singapore,0.3,indirect,APAC regional hub and MAS licensing
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,SPCE,Virgin Galactic Holdings,4,10000,industrials,United States,0.85,direct,Spaceport America NM and headquarters
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,SPCE,Virgin Galactic Holdings,4,10000,industrials,United Kingdom,0.3,indirect,Virgin brand licensing and investor relations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,NIO,NIO Inc.,4,10000,consumer discretionary,China,0.85,direct,Headquarters manufacturing and primary market
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,NIO,NIO Inc.,4,10000,consumer discretionary,Germany,0.3,indirect,R&D center and EU sales operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,NIO,NIO Inc.,4,10000,consumer discretionary,Norway,0.25,indirect,First overseas market and NIO House
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,XPEV,XPeng Inc.,4,10000,consumer discretionary,China,0.85,direct,Headquarters and Guangzhou factory
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,XPEV,XPeng Inc.,4,10000,consumer discretionary,Germany,0.3,indirect,European R&D and sales hub
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,XPEV,XPeng Inc.,4,10000,consumer discretionary,Norway,0.2,indirect,EV market entry and distribution
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,OPEN,Opendoor Technologies Inc.,4,10000,real estate,United States,0.95,direct,Headquarters and iBuying platform
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,OPEN,Opendoor Technologies Inc.,4,10000,real estate,India,0.2,indirect,Technology and engineering operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,SOFI,SoFi Technologies Inc.,4,10000,financials,United States,0.85,direct,Headquarters and banking operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,SOFI,SoFi Technologies Inc.,4,10000,financials,Hong Kong,0.25,indirect,Asian fintech market expansion
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,CLNE,Clean Energy Fuels Corp.,4,10000,energy,United States,0.8,direct,Headquarters and RNG fueling stations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,CLNE,Clean Energy Fuels Corp.,4,10000,energy,Canada,0.35,indirect,RNG feedstock sourcing and supply
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,WKHS,Workhorse Group Inc.,4,10000,industrials,United States,0.9,direct,Headquarters and Ohio assembly plant
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,WKHS,Workhorse Group Inc.,4,10000,industrials,China,0.4,indirect,Battery and powertrain component sourcing
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,CLOV,Clover Health Investments,4,10000,health care,United States,0.9,direct,Headquarters and Medicare Advantage operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,CLOV,Clover Health Investments,4,10000,health care,India,0.2,indirect,Technology platform development
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,MSTR,MicroStrategy Inc.,4,10000,information technology,United States,0.8,direct,Headquarters and BI software operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,MSTR,MicroStrategy Inc.,4,10000,information technology,El Salvador,0.4,indirect,Bitcoin legal tender status and strategic alignment
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,BBAI,BigBear.ai Holdings Inc.,4,10000,information technology,United States,0.85,direct,Headquarters and defense AI contracts
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,BBAI,BigBear.ai Holdings Inc.,4,10000,information technology,Japan,0.3,indirect,Allied defense intelligence partnerships
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,SNDL,SNDL Inc.,4,10000,consumer staples,Canada,0.85,direct,Headquarters and cannabis retail operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,SNDL,SNDL Inc.,4,10000,consumer staples,United States,0.3,indirect,Cross-border regulatory and distribution exposure
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,NOVA,Sunnova Energy International,4,10000,utilities,United States,0.75,direct,Headquarters and continental US solar operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,NOVA,Sunnova Energy International,4,10000,utilities,Puerto Rico,0.45,indirect,Major residential solar and storage market
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,NOVA,Sunnova Energy International,4,10000,utilities,China,0.35,indirect,Solar panel supply chain
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,JOBY,Joby Aviation Inc.,4,10000,industrials,United States,0.8,direct,Headquarters and Santa Cruz CA test operations
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,JOBY,Joby Aviation Inc.,4,10000,industrials,Japan,0.45,indirect,Toyota strategic investment and manufacturing partner
short-25,Top 25 Most Shorted Stocks,High short interest US equities screened for geopolitical risk,JOBY,Joby Aviation Inc.,4,10000,industrials,United Arab Emirates,0.3,indirect,Air taxi commercial launch agreement
